show_id,content,type,country,date_added,release_year,rating,duration,listed_in
s379,"Fantastic Fungi Louie Schwartzberg nan Delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate.",Movie,United States,"July 28, 2021",2019,,81 min,Documentaries
s380,"Tattoo Redo nan nan Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",TV Show,nan,"July 28, 2021",2021,,1 Season,Reality TV
s381,"The Flash Glen Winter Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Neil Sandilands, Britne Oldford, Danielle Nicolet, Keiynan Lonsdale, Kim Engelbrecht A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.",TV Show,United States,"July 28, 2021",2021,,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
s382,"The Snitch Cartel: Origins nan Juan Pablo Urrego, Sebastián Osorio, Patricia Tamayo, Verónica Velásquez, María Camila Zárate, Nicole Santamaría, Eduardo Pérez, Julian Farrieta, Gustavo Angarita Jr., Carlos Manuel Vesga, Helena Mallarino, David Prada, Margarita Reyes, Adriana Silva, Laura Rodríguez, Angélica Blandón, Maia Landaburu, Jesús de los Ríos Over four decades, two brothers in Cali juggle family duties, multiple romances and illegal businesses, transforming from poor kids to cocaine kingpins.",TV Show,nan,"July 28, 2021",2021,,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s383,"All American nan Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.",TV Show,United States,"July 27, 2021",2021,,3 Seasons,"TV Dramas, Teen TV Shows"
s384,"Department Ram Gopal Varma Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Vijay Raaz, Abhimanyu Singh, Madhu Shalini, Deepak Tijori, Anjana Sukhani, Manchu Lakshmi Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light.",Movie,India,"July 27, 2021",2012,,143 min,"Action & Adventure, International Movies"
s385,"Hostage House David Benullo Jennifer Taylor, Justin Schilling, Emily Sweet, Julia Terranova, Patrick Cronen, Richard Neil A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival.",Movie,nan,"July 27, 2021",2021,,86 min,Thrillers
s386,"How to Sell Drugs Online (Fast) nan Maximilian Mundt, Danilo Kamperidis, Lena Klenke, Damian Hardung, Leonie Wesselow, Luna Schaller, Bjarne Mädel, Roland Riebeling To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of Europe's biggest dealers.",TV Show,Germany,"July 27, 2021",2021,,3 Seasons,"Crime TV Shows, International TV Shows, TV Comedies"
s387,"Mighty Express nan Jay Hatton, Zoe Hatz, Meesha Contreras, Dylan Shombing, Tyler Nathan, Leo Orgil, Michela Luci, Ian Ho, Evan Lefeuvre, Annick Obonsawin Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!",TV Show,"United States, Canada","July 27, 2021",2021,,4 Seasons,Kids' TV
s388,"Mimi Laxman Utekar Kriti Sanon, Pankaj Tripathi, Sai Tamhankar, Manoj Pahwa, Supriya Pathak, Evelyn Edwards An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns.",Movie,nan,"July 27, 2021",2021,,132 min,"Comedies, Dramas, International Movies"
s389,"Plastic Cup Boyz: Laughing My Mask Off! Royale Watkins, Rich Schlansker Joey Wells, Will 'Spank' Horton, Na'im Lynn Comedy collective The Plastic Cup Boyz pour out the punchlines in Atlanta during a trio of raw and lively stand-up specials.",TV Show,nan,"July 27, 2021",2021,,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s390,"The Operative Yuval Adler Diane Kruger, Martin Freeman, Cas Anvar, Rotem Keinan, Yohanan Herson Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on.",Movie,"France, Israel, Germany, United States, United Kingdom","July 27, 2021",2019,,117 min,"Dramas, International Movies, Thrillers"
s391,"The Walking Dead nan Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",TV Show,United States,"July 26, 2021",2019,,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas"
s392,"Wynonna Earp nan Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.",TV Show,"Canada, United States","July 26, 2021",2020,,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas"
s393,"Django Unchained Quentin Tarantino Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",Movie,United States,"July 24, 2021",2012,,165 min,"Action & Adventure, Dramas"
s394,"A Second Chance:  Rivals! Clay Glen Emily Morris, Stella Shute, Eva Grados, India Colombi, Nina Pearce, Adam Tuominen, Carmel Johnson, Natasha Wanganeen, Elysia Markou, Alexander Lloyd, Amy Handley Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",Movie,Australia,"July 23, 2021",2021,,91 min,"Children & Family Movies, Sports Movies"
s395,"African America Muzi Mthembu Phumelele Mthembu, Anthony Goss, Thami Buti, Makhosazana Ndlovu, Zandile Lujabe, Gontse Ntshegang, Roget Ellis, Bridget Pike, Boipelo Nokukhanya Tau, James Raynolds, Nji Alain, Bongani Dlamin A disgruntled South African woman leaves her fiancé and embezzles money from her job to pursue her dream of being a Broadway star in New York City.",Movie,nan,"July 23, 2021",2021,,97 min,"Dramas, Independent Movies, International Movies"
s396,"Bankrolled Marcos Bucay Aldo Escalante, Ricardo Polanco, Natalia Téllez, Fabrizio Santini, SeoJu Park, María Chacón, Giuseppe Gamba, Sebastián Zurita Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Then they have to come up with the app.",Movie,nan,"July 23, 2021",2021,,97 min,"Comedies, International Movies"
s1578,"Emicida: AmarElo - It’s All For Yesterday nan Emicida Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.",Movie,Brazil,"December 8, 2020",2020,,90 min,"Documentaries, International Movies, Music & Musicals"
s397,"Blood Red Sky Peter Thorwarth Peri Baumeister, Alexander Scheer, Kais Setti, Carl Koch, Gordon Brown, Roland Møller, Chidi Ajufo, Kai Ivo Baulitz, Graham McTavish, Dominic Purcell When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.",Movie,nan,"July 23, 2021",2021,,123 min,"Action & Adventure, Horror Movies, International Movies"
s398,"Feels Like Ishq nan Radhika Madan, Amol Parashar, Rohit Saraf, Kajol Chugh, Tanya Maniktala, Mihir Ahuja, Simran Jehani, Sanjeeta Bhattacharya, Saba Azaad, Skand Thakur, Zayn Marie Khan, Neeraj Madhav Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.",TV Show,nan,"July 23, 2021",2021,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s399,"Kingdom: Ashin of the North Kim Seong-hun Gianna Jun, Park Byung-eun, Kim Si-a, Kim Roi-ha, Koo Kyo-hwan Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",Movie,nan,"July 23, 2021",2021,,94 min,"Horror Movies, International Movies, Thrillers"
s400,"Masters of the Universe: Revelation nan Mark Hamill, Lena Headey, Chris Wood, Sarah Michelle Gellar, Liam Cunningham, Stephen Root, Diedrich Bader, Griffin Newman, Tiffany Smith, Henry Rollins, Alan Oppenheimer, Susan Eisenberg, Alicia Silverstone, Justin Long, Jason Mewes, Phil LaMarr, Tony Todd, Cree Summer, Kevin Michael Richardson, Kevin Conroy, Harley Quinn Smith After a calamitous battle fractures Eternia, Teela and an unlikely alliance must prevent the end of the Universe in this sequel to the ’80s classic.",TV Show,nan,"July 23, 2021",2021,,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s401,"Revelations: The Masters of the Universe: Revelation Aftershow nan Kevin Smith, Tiffany Smith, Robert David, Sarah Michelle Gellar, Chris Wood, Liam Cunningham, Alan Oppenheimer, Lena Headey, Kevin Conroy, Henry Rollins, Jason Mewes, Stephen Root, Mark Hamill Take a behind-the-scenes look at “Masters of the Universe: Revelation” as showrunner Kevin Smith and others interview the cast about their iconic roles.",TV Show,nan,"July 23, 2021",2021,,1 Season,"Anime Series, Stand-Up Comedy & Talk Shows"
s402,"Sky Rojo nan Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito, Yany Prado, Enric Auquer, Luis Zahera, Carmen Santamaría, Cecilia Gómez, Godeliv Van den Brandt, Penélope Guerrero, Luisa Vides, Niko Verona, Chema Ruiz A fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen.",TV Show,Spain,"July 23, 2021",2021,,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s403,"The Last Letter From Your Lover Augustine Frizzell Shailene Woodley, Felicity Jones, Callum Turner, Joe Alwyn, Nabhaan Rizwan, Ncuti Gatwa, Emma Appleton, Christian Brassington, Alice Orr-Ewing, Lee Knight, Zoe Boyle, Ben Cross, Diana Kent After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.",Movie,United Kingdom,"July 23, 2021",2021,,111 min,"Dramas, Romantic Movies"
s404,"The Movies That Made Us nan nan These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.",TV Show,United States,"July 23, 2021",2021,,2 Seasons,Docuseries
s405,"9to5: The Story of a Movement nan nan In this documentary, female office workers in '70s Boston inspire change with a call for better pay, more opportunities and an end to sexual harassment.",Movie,nan,"July 22, 2021",2021,,85 min,Documentaries
s406,"Chhota Bheem - Dinosaur World Sidheswar Shukla Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat.",Movie,nan,"July 22, 2021",2015,,65 min,Children & Family Movies
s407,"Chhota Bheem - Neeli Pahaadi Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil Things get spooky when Bheem and his buddies travel to the border of Dholakpur, known for its eerie history and rumored to be haunted.",Movie,nan,"July 22, 2021",2013,,64 min,Children & Family Movies
s408,"Chhota Bheem & Ganesh Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil Bheem and Lord Ganesha join forces to save Dholakpur from fire-spitting dragons, who have also captured Ganesh’s mouse companion!",Movie,nan,"July 22, 2021",2009,,68 min,Children & Family Movies
s409,"Chhota Bheem & Krishna: Mayanagari Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil Young lord Krishna has fallen for demoness Maayandri’s revenge plot against him! Can Bheem rescue him and thwart Maayandri’s other destructive plans?",Movie,nan,"July 22, 2021",2011,,67 min,Children & Family Movies
s410,"Chhota Bheem & Krishna: Pataliputra- City of the Dead Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak Krishna needs Bheem’s help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?",Movie,nan,"July 22, 2021",2010,,66 min,Children & Family Movies
s411,"Chhota Bheem And The Broken Amulet Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.",Movie,India,"July 22, 2021",2013,,64 min,Children & Family Movies
s412,"Chhota Bheem And The Crown of Valhalla Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil To save the kingdom of Valhalla from invasion by Vikings, Bheem is gathering his army of friends, who are ready to put up a formidable fight!",Movie,nan,"July 22, 2021",2013,,64 min,Children & Family Movies
s3161,"Michelle Wolf: Joke Show Lance Bangs Michelle Wolf Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",Movie,United States,"December 10, 2019",2019,,60 min,Stand-Up Comedy
s413,"Chhota Bheem and the Incan Adventure Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil When Dholakpur’s princess is kidnapped, Bheem is off to the land of the Incas to save her, but he’s in for an even bigger challenge upon his arrival.",Movie,nan,"July 22, 2021",2013,,65 min,Children & Family Movies
s414,"Chhota Bheem and The ShiNobi Secret Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil After learning of a samurai village under threat by their own emperor, Bheem sets off for Japan to offer his help.",Movie,nan,"July 22, 2021",2013,,64 min,Children & Family Movies
s415,"Chhota Bheem Aur Hanuman Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil When two evil entities kidnap a princess in a plot to build a new kingdom, Bheem takes them on with the help of the courageous monkey god Hanuman.",Movie,nan,"July 22, 2021",2012,,68 min,Children & Family Movies
s416,"Chhota Bheem aur Krishna Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. It’s up to Bheem to save Dholakpur from being taken over!",Movie,India,"July 22, 2021",2009,,68 min,Children & Family Movies
s417,"Chhota Bheem aur Krishna vs Zimbara Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil A demon of darkness is plotting world domination — but when Bheem and Krishna catch wind of his plans, they’ll stop at nothing to destroy him.",Movie,nan,"July 22, 2021",2013,,64 min,Children & Family Movies
s418,"Chhota Bheem in African Safari Binayak Das Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rajesh Kava Bheem’s plans for an exciting African safari are interrupted when he finds that an evil ruler is using magical powers to cause drought through the land.",Movie,nan,"July 22, 2021",2015,,62 min,Children & Family Movies
s419,"Chhota Bheem Ka Roosi Romanch Arpan Sarkar, Shyamal Chaulia Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kava, Raju A faulty transportation machine lands Chhota Bheem and his friends in Russia, where they must save a princess from an evil, power-hungry magician.",Movie,nan,"July 22, 2021",2019,,63 min,Children & Family Movies
s420,"Chhota Bheem: Bheem vs Aliens Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil Space invaders have kidnapped Dholakpur’s king and princess! The only way Bheem can rescue them? Defeat the aliens in a cricket match.",Movie,nan,"July 22, 2021",2010,,69 min,"Children & Family Movies, Sports Movies"
s421,"Chhota Bheem: Dholakpur to Kathmandu Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil Bheem’s holiday in Nepal takes an unexpected turn when he is called on to save a monkey cub from snow leopards and reunite him with his father.",Movie,nan,"July 22, 2021",2012,,70 min,Children & Family Movies
s422,"Chhota Bheem: Dus Pe Dus Rajiv Chilaka, Owll Mina Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil After a precious temple stone is stolen under his watch, Bheem trains in a special martial art to prepare for a showdown with the thief.",Movie,nan,"July 22, 2021",2014,,63 min,Children & Family Movies
s423,"Chhota Bheem: Journey to Petra Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava The king has been away to meet an old friend, but when he sends for urgent help, Bheem finds himself on an action-packed rescue mission to Egypt!",Movie,nan,"July 22, 2021",2011,,68 min,Children & Family Movies
s424,"Chhota Bheem: Master of Shaolin Rajiv Chilaka Pooja Punabi, Mausam, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Parigna Pandya Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!",Movie,nan,"July 22, 2021",2011,,74 min,Children & Family Movies
s425,"Chhota Bheem: The Rise of Kirmada Rajiv Chilaka Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army.",Movie,nan,"July 22, 2021",2012,,68 min,Children & Family Movies
s426,"Chicago Med nan Colin Donnell, Torrey DeVitto, Oliver Platt, S. Epatha Merkerson, Nick Gehlfuss, Yaya DaCosta, Laurie Holden The doctors and nurses of Gaffney Chicago Medical Center juggle the busy ER's dramas and dangers in this spinoff of ""Chicago Fire"" and ""Chicago P.D.""",TV Show,United States,"July 22, 2021",2019,,5 Seasons,TV Dramas
s427,"Cousins Ainsley Gardiner, Briar Grace-Smith Rachel House, Briar Grace-Smith, Tanea Heke, Tioreore Ngatai-Melbourne, Ana Scotney, Hariata Moriarty, Chelsie Preston Crayford, Sylvia Rands Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other.",Movie,New Zealand,"July 22, 2021",2021,,99 min,Dramas
s428,"Wannabe Courageous Mahmoud Karim Ramez Galal, Jamila Awad, Bayoumi Fouad, Mohamed Abdel-Rahman, Mohammed Tharwat, Maha Abou Ouf, Noor Kadri, Elshahat Mabrouk, Badriyyah Tulbah, Taher Abu Lela, Sara Derzawy When his newlywed wife becomes disenchanted because he failed to protect her from danger, Omar seeks the help of a quirky psychiatrist to win her back.",Movie,nan,"July 22, 2021",2019,,90 min,"Comedies, International Movies"
s429,"Words Bubble Up Like Soda Pop Kyohei Ishiguro Somegoro Ichikawa, Hana Sugisaki, Megumi Han, Natsuki Hanae, Yuuichirou Umehara, Megumi Nakajima, Sumire Morohoshi, Hiroshi Kamiya, Maaya Sakamoto, Koichi Yamadera, Kikuko Inoue After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",Movie,nan,"July 22, 2021",2021,,87 min,"Anime Features, Children & Family Movies, International Movies"
s5344,"Icarus Bryan Fogel Bryan Fogel, Grigory Rodchenkov An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.",Movie,United States,"August 4, 2017",2017,,121 min,"Documentaries, Sports Movies"
s430,"Sanitation Day Seyi Babatope Blossom Chukwujekwu, Elozonam Ogbolu, Nse Ikpe-Etim, Belinda Effah, Saeed Mohammed, Chukwuemeka Okoroafor, Kunle Fawole, Chris Okagbue, Adebayo Salami, Charles Inojie, Elvina Ibru, Tobi Bakare Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.",Movie,Nigeria,"July 21, 2021",2020,,105 min,"Dramas, International Movies, Thrillers"
s431,"Sexy Beasts nan nan Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",TV Show,nan,"July 21, 2021",2021,,1 Season,"British TV Shows, International TV Shows, Reality TV"
s433,"Trollhunters: Rise of the Titans Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Steven Yeun, Cole Sand, Amy Landecker, Jonathan Hyde, Thomas F. Wilson, Lauren Tom, Diego Luna, Tatiana Maslany, Nick Offerman, Nick Frost, Colin O'Donoghue, Alfred Molina, Piotr Michael, Kay Bess, Angel Lin, James Hong Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.",Movie,nan,"July 21, 2021",2021,,106 min,Children & Family Movies
s434,"Milkwater Morgan Ingari Molly Bernard, Patrick Breen, Robin de Jesús, Ava Eisenson, Ade Otukoya Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.",Movie,United States,"July 20, 2021",2020,,102 min,"Comedies, Dramas, Independent Movies"
s435,"Okupas nan Rodrigo de la Serna, Diego Alonso, Ariel Staltari, Franco Tirri, Ana Celentano, Rosina Soto, Augusto Brítez, Dante Mastropierro, Susana Manchini, Diana Wells In 2000, a group of young men takes over a house in Buenos Aires, becoming squatters, while dealing with an increasingly violent and hostile city.",TV Show,Argentina,"July 20, 2021",2020,,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows"
s436,"Touch Your Heart nan Lee Dong-wook, Yoo In-na, Lee Sang-woo, Son Sung-yoon, Oh Jung-se, Shim Hyoung-tak, Jang So-yeon, Park Ji-hwan, Lee Jun-hyuk Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",TV Show,nan,"July 20, 2021",2019,,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
s437,"The Tambour of Retribution Abdulaziz Alshlahei Faisal Al Dokhei, Adwa Fahad, Muhand Alsaleh, Rawya Ahmed, Ajeba Aldosary, Aly Ibrahim, Samer Elkhal, Hashem Hawsawi, Ibrahim Mesisebi, Shabib Alkhaleefa, Abdulateif Saud, Nada Alshehry, Dhay Nasser In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.",Movie,Saudi Arabia,"July 19, 2021",2021,,91 min,"Dramas, International Movies, Romantic Movies"
s438,"Cosmic Sin Edward Drake Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, Perrey Reeves, C.J. Perry, Lochlyn Munro, Costas Mandylor, Adelaide Kane, Eva De Dominici, Sarah May Sommers, Trevor Gretzky In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",Movie,United States,"July 17, 2021",2021,,88 min,Action & Adventure
s439,"2 Weeks in Lagos Kathryn Fasegha Beverly Naya, Mawuli Gavor, Ajoke Silva, Jide Kosoko, Toyin Abraham, Okey Uzoeshi, Deyemi Okanlawon, Shaffy Bello, Tina Mba, Efe Irele A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.",Movie,nan,"July 16, 2021",2020,,107 min,"Dramas, International Movies, Romantic Movies"
s440,"Deep Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela Panisara Rikulsurakan, Kay Lertsittichai, Supanaree Sutavijitvong, Krit Jeerapattananuwong, Warisara Jitpreedasakul, Dujdao Vadhanapakorn, Kim Waddoup, Philaiwan Khamphirathat, Wongsakorn Rassamitat, Bhumibhat Thavornsiri Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.",Movie,Thailand,"July 16, 2021",2021,,101 min,"Dramas, International Movies, Thrillers"
s441,"Explained nan nan This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",TV Show,United States,"July 16, 2021",2021,,3 Seasons,"Docuseries, Science & Nature TV"
s442,"Fear Street Part 3: 1666 Leigh Janiak Kiana Madeira, Ashley Zukerman, Gillian Jacobs, Olivia Scott Welch, Benjamin Flores Jr., Darrell Britt-Gibson, Sadie Sink, Emily Rudd, McCabe Slye, Julia Rehwald, Fred Hechinger, Jordana Spiro, Jordyn DiNatale Thrust back to 1666, Deena learns the truth about Sarah Fier. Back in 1994, the friends fight for their lives — and Shadyside’s future.",Movie,nan,"July 16, 2021",2021,,114 min,"Horror Movies, LGBTQ Movies"
s443,"Johnny Test nan James Arnold Taylor, Trevor Devall, Maryke Hendrikse, Emily Tennant How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!",TV Show,"United States, Canada","July 16, 2021",2021,,1 Season,"Kids' TV, TV Comedies"
s444,"La ley de Herodes Luis Estrada Damián Alcázar, Pedro Armendáriz Jr., Delia Casanova, Juan Carlos Colombo, Alex Cox, Guillermo Gil, Ernesto Gómez Cruz, Leticia Huijara, Luis de Icaza, Eduardo López Rojas, Manuel Ojeda, Salvador Sánchez, Evangelina Sosa, Isela Vega Following the brutal 1949 murder of a small Mexican town's mayor, genteel and humble janitor Juan Vargas is appointed his successor.",Movie,nan,"July 16, 2021",1999,,123 min,"Comedies, International Movies"
s445,Naomi Osaka Garrett Bradley nan This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader.,TV Show,nan,"July 16, 2021",2021,,1 Season,Docuseries
s446,"The Beguiled Sofia Coppola Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.",Movie,United States,"July 16, 2021",2017,,94 min,"Dramas, Independent Movies, Thrillers"
s447,"The Book of Henry Colin Trevorrow Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",Movie,United States,"July 16, 2021",2017,,105 min,Dramas
s448,"The Twilight Saga: Breaking Dawn: Part 1 Bill Condon Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.",Movie,United States,"July 16, 2021",2011,,117 min,"Dramas, Romantic Movies"
s449,"The Twilight Saga: Breaking Dawn: Part 2 Bill Condon Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi.",Movie,United States,"July 16, 2021",2012,,115 min,"Dramas, Romantic Movies"
